id,plant_id,timestamp,electricity_consumption_kwh,diesel_consumption_liters,natural_gas_consumption_m3,production_quantity,raw_material_consumption_kg,machine_runtime_hours,temperature_c,pressure_bar,previous_co2_emission_kg,actual_co2_emission_kg,energy_intensity,fuel_intensity,gas_intensity,raw_material_intensity,machine_utilization,day,month,quarter,day_of_week
25,5,2026-01-05,5654.7,253.1,1050.3,1022.5,2234.7,18.0,23.7,6.6,2736.3,2792.1,5.530268948655257,0.24753056234718826,1.0271882640586796,2.185525672371638,0.75,5,1,1,0
26,1,2026-01-06,19453.6,932.8,2957.6,3241.9,7339.8,17.0,19.8,5.63,17145.5,16433.5,6.000678614392794,0.2877325025448039,0.912304512785712,2.2640426910145286,0.7083333333333334,6,1,1,1
27,2,2026-01-06,21383.4,1036.2,4478.6,4986.6,10986.5,22.4,32.7,9.73,23093.7,24289.2,4.28817230176874,0.20779689568042353,0.8981269803072234,2.203204588296635,0.9333333333333332,6,1,1,1
28,3,2026-01-06,14770.2,787.9,3239.5,2138.3,5319.2,21.8,20.6,7.43,12562.0,12431.7,6.907449843333489,0.36847028012907446,1.5149885422999578,2.4875835944441844,0.9083333333333333,6,1,1,1
29,4,2026-01-06,8420.8,448.5,1508.5,1660.6,3433.1,20.8,38.3,4.99,4973.8,5087.4,5.0709382151029745,0.2700831024930748,0.9084066000240877,2.067385282428038,0.8666666666666667,6,1,1,1
30,5,2026-01-06,4528.3,201.4,744.3,876.5,1693.9,14.0,28.3,4.55,2145.0,2065.9,5.166343411294923,0.22977752424415288,0.8491728465487735,1.9325727324586424,0.5833333333333334,6,1,1,1
31,1,2026-01-07,25041.3,1446.7,4000.7,3704.5,8501.1,22.6,25.4,9.26,23467.3,22650.3,6.759697665002024,0.39052503711701986,1.0799568092860035,2.294803617222297,0.9416666666666668,7,1,1,2
32,2,2026-01-07,19310.6,1015.2,4462.2,4963.2,11344.4,22.5,27.8,7.79,23331.2,22369.6,3.8907559638942617,0.20454545454545456,0.8990570599613152,2.2857027724049,0.9375,7,1,1,2
33,3,2026-01-07,16724.0,825.3,3274.0,2131.6,5990.5,22.2,26.0,9.43,14270.4,13769.1,7.845749671608182,0.387173953837493,1.5359354475511353,2.8103302683430287,0.9249999999999999,7,1,1,2
34,4,2026-01-07,8878.4,481.9,1538.2,1852.3,3556.5,21.7,23.3,8.83,5275.9,5380.7,4.793176051395562,0.2601630405441883,0.830427036657129,1.9200453490255358,0.9041666666666667,7,1,1,2
35,5,2026-01-07,6404.2,273.6,1137.0,1255.9,2743.1,21.6,41.2,5.98,3095.6,3127.0,5.099291344852297,0.2178517397881997,0.9053268572338561,2.1841707142288396,0.9,7,1,1,2
36,1,2026-01-08,25778.5,1520.8,3857.9,4422.8,8840.7,23.3,41.1,5.91,21965.3,22110.0,5.82854752645383,0.3438545717644931,0.8722754815953694,1.9988921045491546,0.9708333333333333,8,1,1,3
37,2,2026-01-08,18249.2,1013.8,4396.0,4298.3,10049.2,20.9,24.1,8.26,21940.1,21044.5,4.245678524067655,0.23586068910964797,1.0227299164786077,2.337947560663518,0.8708333333333332,8,1,1,3
38,3,2026-01-08,13839.4,700.8,2737.9,1956.5,4624.3,19.1,33.9,6.25,11538.7,11150.6,7.073549706107846,0.3581906465627396,1.3993866598517761,2.3635573728596984,0.7958333333333334,8,1,1,3
39,4,2026-01-08,8557.6,420.1,1540.0,1634.8,3118.6,20.8,21.1,6.73,5408.7,5314.5,5.23464643993149,0.25697333007095674,0.9420112551994128,1.9076339613408368,0.8666666666666667,8,1,1,3
40,5,2026-01-08,7135.5,303.8,1251.3,1234.1,2619.5,22.6,28.3,7.57,3400.3,3412.2,5.781946357669558,0.2461712989222916,1.0139372822299653,2.12259946519731,0.9416666666666668,8,1,1,3
41,1,2026-01-09,19102.9,1086.1,3363.9,3354.7,6895.3,18.2,20.0,7.23,17616.9,17912.1,5.694369094106777,0.3237547321668107,1.0027424210808717,2.055414791188482,0.7583333333333333,9,1,1,4
42,2,2026-01-09,20408.4,1071.3,4401.5,4330.1,9567.1,21.8,23.9,7.02,22655.4,23666.4,4.713147502367151,0.24740768111590952,1.0164892265767533,2.2094408905106118,0.9083333333333333,9,1,1,4
43,3,2026-01-09,12790.2,588.2,2574.9,1877.6,4463.4,17.9,33.7,4.53,10946.9,10659.1,6.81199403493822,0.3132722624627184,1.3713783553472518,2.3771836386876863,0.7458333333333332,9,1,1,4
44,4,2026-01-09,6298.6,294.6,1197.1,1203.9,2157.7,15.0,24.0,9.0,3928.1,3813.2,5.231829886203173,0.24470470969349614,0.994351690339729,1.7922584932303345,0.625,9,1,1,4
45,5,2026-01-09,6784.2,289.6,1186.8,1303.8,2479.9,20.3,35.3,7.18,3351.8,3335.8,5.203405430280718,0.2221199570486271,0.9102623101702715,1.9020555299892623,0.8458333333333333,9,1,1,4
46,1,2026-01-10,25714.9,1343.2,3804.8,3758.4,9198.2,22.5,36.4,7.26,21579.0,22076.6,6.8419806300553425,0.35738612175393786,1.0123456790123457,2.447371221796509,0.9375,10,1,1,5
47,2,2026-01-10,12776.4,666.4,3009.1,3109.3,6578.5,14.7,23.6,8.18,14760.0,15432.5,4.109092078602901,0.2143247676325861,0.9677740970636477,2.1157495256166983,0.6124999999999999,10,1,1,5
48,3,2026-01-10,12615.4,615.9,2403.1,1852.5,4955.5,17.9,32.0,8.19,10744.2,10466.2,6.809932523616734,0.33246963562753035,1.2972199730094467,2.675033738191633,0.7458333333333332,10,1,1,5
49,4,2026-01-10,6888.7,358.6,1366.8,1497.6,2925.9,17.6,28.1,8.46,4442.5,4397.1,4.599826388888889,0.23944978632478636,0.9126602564102564,1.9537259615384617,0.7333333333333334,10,1,1,5
50,5,2026-01-10,4766.9,222.5,827.1,937.5,1987.4,16.1,27.7,5.37,2216.4,2302.1,5.084693333333333,0.23733333333333334,0.88224,2.1198933333333336,0.6708333333333334,10,1,1,5
51,1,2026-01-11,20233.2,1168.7,3513.9,3186.1,8141.8,19.9,21.3,6.95,17601.6,17817.0,6.350459809798814,0.36681209001600706,1.1028844041304418,2.555412573365557,0.8291666666666666,11,1,1,6
52,2,2026-01-11,14001.1,799.7,3303.1,3512.4,8003.6,16.0,24.1,4.93,16318.2,16254.1,3.986191777701856,0.22767907983145427,0.9404111149071859,2.278669855369548,0.6666666666666666,11,1,1,6
53,3,2026-01-11,16055.1,847.2,3419.5,2534.9,6358.5,23.5,40.8,5.56,12735.3,13193.9,6.333622628111563,0.3342143674306679,1.3489684011203598,2.5083829736873247,0.9791666666666666,11,1,1,6
54,4,2026-01-11,6635.2,323.3,1095.0,1259.7,2456.6,15.2,22.0,7.72,3790.1,3942.1,5.2672858617131055,0.25664840835119473,0.869254584424863,1.9501468603635785,0.6333333333333333,11,1,1,6
55,5,2026-01-11,7260.5,281.3,1119.4,1263.7,2690.2,21.8,41.0,6.6,3177.2,3317.9,5.745430086254649,0.22260030070428108,0.8858115058953866,2.1288280446308456,0.9083333333333333,11,1,1,6
56,1,2026-01-12,23121.3,1137.6,3742.5,3832.3,8372.4,20.6,20.9,9.71,20482.0,20799.8,6.033269837956318,0.2968452365420243,0.97656759648253,2.184693265141038,0.8583333333333334,12,1,1,0
57,2,2026-01-12,15952.7,860.8,3716.5,4040.2,9040.9,18.1,20.5,9.59,19913.2,19279.5,3.948492648878769,0.2130587594673531,0.9198802039502996,2.2377357556556605,0.7541666666666668,12,1,1,0
58,3,2026-01-12,14340.4,758.4,3086.9,2083.5,5647.4,20.7,30.9,7.06,12415.9,12135.5,6.8828413726901845,0.3640028797696184,1.4815934725221982,2.710535157187425,0.8624999999999999,12,1,1,0
59,4,2026-01-12,7407.1,369.4,1165.9,1410.7,2452.7,16.5,29.2,7.73,4027.6,4226.8,5.25065570284256,0.26185581626143045,0.8264691288013044,1.7386403912951016,0.6875,12,1,1,0
60,5,2026-01-12,6502.2,291.6,1266.2,1287.9,2813.4,22.1,34.8,5.96,3272.8,3132.4,5.048683904029815,0.22641509433962265,0.9831508657504464,2.1844863731656186,0.9208333333333334,12,1,1,0
61,1,2026-01-13,16853.3,886.0,2683.6,2678.9,6058.2,14.8,29.8,8.7,13922.2,14320.9,6.291126955093508,0.33073276344768376,1.001754451453955,2.2614505953936317,0.6166666666666667,13,1,1,1
62,2,2026-01-13,17965.1,994.5,4309.8,4350.1,9668.4,20.6,35.9,6.25,21472.4,21975.8,4.129813107744649,0.22861543412795107,0.990735845152985,2.2225695961012386,0.8583333333333334,13,1,1,1
63,3,2026-01-13,10783.2,538.7,2173.7,1733.1,4442.9,16.4,22.4,5.65,9180.2,8978.6,6.221914488488836,0.3108303040793953,1.2542265304944895,2.5635566326236225,0.6833333333333332,13,1,1,1
64,4,2026-01-13,9941.5,468.1,1649.8,1761.4,3454.0,23.3,22.3,4.57,5608.3,5737.8,5.644089928465993,0.26575451345520607,0.9366413080504143,1.960940161235381,0.9708333333333333,13,1,1,1
65,5,2026-01-13,7284.7,339.1,1214.5,1490.7,2791.9,23.3,38.9,7.54,3473.5,3494.3,4.886764607231502,0.2274770242168109,0.8147179177567585,1.872878513450057,0.9708333333333333,13,1,1,1
66,1,2026-01-14,16132.5,1031.6,2756.4,2925.3,6219.6,15.8,19.8,7.84,14095.5,14607.9,5.514818992923803,0.35264759169999654,0.9422623320685057,2.1261409086247562,0.6583333333333333,14,1,1,2
67,2,2026-01-14,16824.8,1007.3,3836.5,4245.9,9323.4,19.3,37.0,5.7,20136.9,20237.0,3.9625992133587697,0.2372406321392402,0.9035775689488684,2.195859535080902,0.8041666666666667,14,1,1,2
68,3,2026-01-14,13474.2,699.4,2478.6,1952.6,4815.0,18.2,35.8,9.52,10248.0,10553.0,6.900645293454882,0.3581890812250333,1.2693844105295504,2.4659428454368535,0.7583333333333333,14,1,1,2
69,4,2026-01-14,8154.1,398.5,1431.9,1478.6,3121.6,20.3,32.3,6.04,4809.5,4712.0,5.514743676450697,0.2695117002569999,0.9684160692547005,2.1111862572703908,0.8458333333333333,14,1,1,2
70,5,2026-01-14,6369.8,300.7,1206.1,1306.3,2533.7,20.7,33.9,9.45,3192.5,3178.3,4.876215264487484,0.2301921457551864,0.9232948021128378,1.9396003980708871,0.8624999999999999,14,1,1,2
71,1,2026-01-15,23672.0,1291.2,3322.9,3322.4,7831.3,20.2,36.0,7.52,18778.9,19511.9,7.124969901276185,0.38863472188779197,1.0001504936190706,2.3571213580544184,0.8416666666666667,15,1,1,3
72,2,2026-01-15,19039.6,1060.0,4305.3,4300.2,9083.8,20.5,19.0,6.79,21342.6,21889.0,4.42760801823171,0.24650016278312636,1.0011859913492396,2.1124133761220407,0.8541666666666666,15,1,1,3
73,3,2026-01-15,11200.8,556.5,2108.0,1691.4,4183.7,14.9,34.1,5.93,8934.6,8711.4,6.6222064561901375,0.32901738205037245,1.2463048362303417,2.4735130660990894,0.6208333333333333,15,1,1,3
74,4,2026-01-15,8053.1,420.8,1325.6,1502.7,2929.3,18.5,29.8,4.98,4583.1,4660.8,5.359086976775139,0.2800292806282026,0.8821454714846608,1.949357822586012,0.7708333333333334,15,1,1,3
75,5,2026-01-15,6686.0,275.9,1152.4,1177.3,2622.4,20.4,37.5,7.42,3067.9,3125.9,5.679096237152807,0.23434978340270107,0.9788499108128771,2.227469633908095,0.85,15,1,1,3
76,1,2026-01-16,20225.1,1006.3,2998.6,3255.4,7012.5,17.1,31.0,6.69,16623.7,16856.7,6.212784911224427,0.3091171591816674,0.9211156847084843,2.1541131658167965,0.7125,16,1,1,4
77,2,2026-01-16,19462.8,1059.4,4267.2,4491.4,10759.1,21.2,28.5,8.2,22807.9,21777.5,4.333348176515118,0.23587300173665232,0.9500823796589037,2.3954891570557066,0.8833333333333333,16,1,1,4
78,3,2026-01-16,13281.9,645.7,2791.7,2098.6,4812.9,19.8,41.8,9.34,10724.2,11150.8,6.328933574764129,0.30768131135042415,1.3302677975793387,2.293386066901744,0.8250000000000001,16,1,1,4
79,4,2026-01-16,9305.1,479.8,1644.5,1680.5,3576.3,21.9,41.5,5.79,5498.4,5563.2,5.537102052960429,0.2855102648021422,0.978577804224933,2.1281166319547755,0.9125,16,1,1,4
80,5,2026-01-16,7077.3,343.4,1317.9,1312.9,2863.0,22.8,28.0,9.45,3608.4,3496.3,5.390585726254855,0.26155838220732724,1.0038083631655115,2.180668748571864,0.9500000000000001,16,1,1,4
81,1,2026-01-17,17777.9,1019.4,3126.6,2917.1,6304.4,16.7,30.9,6.33,16507.3,16435.9,6.094374550066848,0.34945665215453703,1.0718179013403724,2.1611874807171505,0.6958333333333333,17,1,1,5
82,2,2026-01-17,16000.3,815.1,3949.3,3892.7,8321.9,18.3,36.6,4.73,20084.2,19680.3,4.110334729108331,0.20939193875716086,1.0145400364785369,2.137822077221466,0.7625000000000001,17,1,1,5
83,3,2026-01-17,14913.1,784.4,3174.4,2475.7,5637.8,21.7,18.9,7.16,13378.6,12901.6,6.023791250959325,0.31683968170618415,1.2822232095972856,2.2772549178010264,0.9041666666666667,17,1,1,5
84,4,2026-01-17,9387.0,470.7,1662.4,1855.4,3406.7,22.3,33.7,5.32,5894.2,5630.0,5.059286407243721,0.25369192626926806,0.8959793036541985,1.83610003233804,0.9291666666666667,17,1,1,5
85,5,2026-01-17,5496.4,248.0,992.6,1097.5,2182.7,17.2,27.1,6.18,2809.7,2738.7,5.008109339407745,0.22596810933940775,0.9044191343963554,1.9887927107061503,0.7166666666666667,17,1,1,5
86,1,2026-01-18,22708.5,1222.5,3974.2,4198.2,9629.9,22.3,35.9,6.8,20611.1,20339.1,5.409103901672146,0.29119622695440905,0.9466437997236911,2.2938163975036923,0.9291666666666667,18,1,1,6
87,2,2026-01-18,19889.1,1100.3,4947.5,4300.3,11094.4,22.3,25.0,6.49,23273.7,23201.4,4.625049415157082,0.2558658698230356,1.150501127828291,2.5799130293235355,0.9291666666666667,18,1,1,6
88,3,2026-01-18,14215.6,634.2,2555.9,2173.0,5140.6,19.4,23.8,9.34,10810.7,10852.9,6.541923607915325,0.29185457892314776,1.1762080073630925,2.365669581224114,0.8083333333333332,18,1,1,6
89,4,2026-01-18,6697.1,310.6,1282.5,1406.7,2614.2,16.4,21.8,6.84,4115.6,4079.9,4.760858747423047,0.22080045496552214,0.9117082533589251,1.8583919812326721,0.6833333333333332,18,1,1,6
90,5,2026-01-18,6155.5,267.3,1158.9,1140.7,2367.5,20.1,29.6,5.76,3052.1,3029.4,5.3962479179451215,0.2343297974927676,1.0159551152800912,2.075479968440431,0.8375,18,1,1,6
91,1,2026-01-19,24896.7,1538.2,4185.7,3928.8,9458.7,23.4,34.5,8.45,22155.9,21922.6,6.336973121563836,0.3915190388922826,1.0653889228263083,2.407529016493586,0.975,19,1,1,0
92,2,2026-01-19,17918.3,850.3,4091.3,4002.7,8672.6,18.7,33.3,7.79,21316.0,20855.2,4.476553326504609,0.2124316086641517,1.0221350588352862,2.166687485946986,0.7791666666666667,19,1,1,0
93,3,2026-01-19,14979.2,728.7,3002.5,2187.6,5116.6,20.3,28.6,7.57,12006.8,12519.9,6.847321265313586,0.3331047723532639,1.3725086853172428,2.338910221247029,0.8458333333333333,19,1,1,0
94,4,2026-01-19,7422.7,329.9,1195.1,1353.5,2800.4,16.8,30.7,9.34,4226.7,4332.0,5.484078315478389,0.24373845585519022,0.882970077576653,2.0690062800147766,0.7000000000000001,19,1,1,0
95,5,2026-01-19,6738.4,323.9,1240.4,1270.0,2454.9,21.8,41.1,5.25,3565.3,3441.4,5.305826771653543,0.2550393700787401,0.9766929133858269,1.932992125984252,0.9083333333333333,19,1,1,0
96,1,2026-01-20,24755.4,1371.2,3813.5,3569.1,8748.8,20.9,18.3,7.34,21729.3,21360.1,6.936034294359923,0.3841864895912135,1.0684766467736966,2.4512622229693757,0.8708333333333332,20,1,1,1
97,2,2026-01-20,18608.4,1031.5,4548.1,3982.0,9277.3,20.4,18.6,9.19,23196.3,22271.5,4.6731290808638875,0.25904068307383227,1.142164741336012,2.3298091411351076,0.85,20,1,1,1
98,3,2026-01-20,10482.4,600.0,2383.2,1630.3,4124.6,16.1,21.4,9.52,9109.4,9116.1,6.429736858246948,0.3680304238483715,1.4618168435257315,2.529963810341655,0.6708333333333334,20,1,1,1
99,4,2026-01-20,6724.9,290.1,1110.2,1228.6,2399.3,14.9,40.7,6.72,3780.8,3916.1,5.4736285202669706,0.23612241575777312,0.90363014813609,1.952873188995605,0.6208333333333333,20,1,1,1
100,5,2026-01-20,5193.0,250.1,971.8,1161.3,1987.4,17.9,26.9,6.85,2829.3,2732.2,4.471712735727203,0.2153620942047705,0.8368208042710755,1.7113579609058815,0.7458333333333332,20,1,1,1
101,1,2026-01-21,16876.9,902.0,2781.9,2541.2,5862.9,14.9,22.6,5.15,15266.1,15335.5,6.641311191563042,0.35495041712576736,1.0947190303793484,2.3071383598300015,0.6208333333333333,21,1,1,2
102,2,2026-01-21,18684.2,983.0,3977.3,4483.1,9246.9,20.3,21.0,7.49,21188.2,20640.9,4.167696460038813,0.21926791728937564,0.8871762842675827,2.0626129240927034,0.8458333333333333,21,1,1,2
103,3,2026-01-21,10691.0,601.4,2186.2,1573.4,4426.6,16.0,18.1,9.05,8427.7,8751.5,6.79483920172874,0.3822295665437905,1.38947502224482,2.813397737384009,0.6666666666666666,21,1,1,2
104,4,2026-01-21,6607.0,355.5,1148.3,1197.4,2659.9,16.4,23.7,6.22,3662.4,3834.0,5.5177885418406545,0.29689326874895605,0.9589944880574577,2.221396358777351,0.6833333333333332,21,1,1,2
105,5,2026-01-21,6537.2,308.4,1151.2,1323.1,2525.3,21.0,20.6,7.17,3160.5,3311.7,4.9408207996372155,0.2330889577507369,0.8700778474794045,1.9086236867961608,0.875,21,1,1,2
106,1,2026-01-22,24922.2,1289.5,3723.0,4057.8,7958.5,21.4,29.5,6.63,21794.2,21815.4,6.14180097589827,0.31778303514219525,0.9174922371728522,1.9612844398442504,0.8916666666666666,22,1,1,3
107,2,2026-01-22,18952.0,983.5,4818.0,4375.0,10348.6,22.6,33.2,7.41,23793.5,22672.1,4.331885714285714,0.2248,1.101257142857143,2.365394285714286,0.9416666666666668,22,1,1,3
108,3,2026-01-22,13201.5,679.0,2510.7,2067.5,5218.8,19.0,33.6,8.58,10666.9,10979.8,6.385247883917775,0.32841596130592504,1.214365175332527,2.5242079806529625,0.7916666666666666,22,1,1,3
109,4,2026-01-22,7439.6,371.9,1363.6,1441.9,2652.7,18.3,28.2,8.03,4308.5,4463.5,5.1595811082599345,0.2579235730633192,0.9456966502531381,1.8397253623690961,0.7625000000000001,22,1,1,3
110,5,2026-01-22,6578.5,340.4,1182.6,1268.7,2840.5,22.8,37.5,7.45,3295.8,3275.6,5.185228974540869,0.2683061401434539,0.9321352565618348,2.2389059667376054,0.9500000000000001,22,1,1,3
111,1,2026-01-23,17673.1,996.0,3061.8,3127.3,7242.8,17.1,35.3,9.63,16195.5,16439.4,5.6512326927381435,0.31848559460237263,0.9790554152144022,2.3159914303072937,0.7125,23,1,1,4
112,2,2026-01-23,16743.4,955.3,3936.9,3806.2,9774.3,19.5,26.8,8.54,20620.5,20005.9,4.398980610582734,0.2509852346172035,1.034338710524933,2.567994325048605,0.8125,23,1,1,4
113,3,2026-01-23,16569.3,819.0,3129.0,2369.3,5286.4,22.0,40.3,8.9,12641.6,13058.9,6.993331363693917,0.34567171738488156,1.3206432279576246,2.2312075296501073,0.9166666666666666,23,1,1,4
114,4,2026-01-23,8528.6,420.8,1445.2,1766.2,3242.5,20.7,27.6,5.25,4895.1,5136.2,4.828784962065451,0.23825161363379005,0.818253878382969,1.835862303249915,0.8624999999999999,23,1,1,4
115,5,2026-01-23,6242.9,290.7,1134.7,1236.4,2621.8,21.1,36.6,7.51,2836.1,2968.9,5.04925590423811,0.23511808476221285,0.9177450663215787,2.1205111614364283,0.8791666666666668,23,1,1,4
116,1,2026-01-24,17371.5,962.4,2626.0,2791.6,6185.8,15.5,28.6,5.95,14866.7,15463.9,6.2227754692649375,0.34474853130821037,0.9406791803983379,2.2158618713282707,0.6458333333333334,24,1,1,5
117,2,2026-01-24,15725.1,890.4,3793.9,3915.3,7972.2,18.1,27.5,7.68,17984.7,18349.1,4.016320588460654,0.22741552371465787,0.9689934360074579,2.0361658110489618,0.7541666666666668,24,1,1,5
118,3,2026-01-24,10549.9,532.6,2186.1,1531.1,4324.4,16.0,22.2,6.52,8939.7,8939.5,6.890405590751747,0.3478544837045262,1.4277970086865652,2.8243746326170727,0.6666666666666666,24,1,1,5
119,4,2026-01-24,9763.5,420.5,1725.7,1607.7,3133.1,21.9,40.1,9.07,5698.5,5657.0,6.072961373390558,0.2615537724699882,1.0733967780058469,1.948808857373888,0.9125,24,1,1,5
120,5,2026-01-24,6332.5,267.5,1062.1,1202.8,2603.8,20.7,32.8,8.91,2957.5,3084.5,5.264798802793482,0.22239773860991022,0.883022946458264,2.164782174925175,0.8624999999999999,24,1,1,5
121,1,2026-01-25,23206.1,1343.5,3862.9,3777.8,8532.9,22.0,26.1,6.27,20470.7,20449.3,6.142755042617396,0.3556302609984647,1.0225263380803642,2.258695537085076,0.9166666666666666,25,1,1,6
122,2,2026-01-25,13611.6,775.5,3104.1,3300.8,7538.5,15.1,37.6,5.75,15209.5,15684.3,4.123727581192438,0.23494304411051864,0.9404083858458555,2.283840281143965,0.6291666666666667,25,1,1,6
123,3,2026-01-25,14364.1,710.9,2633.3,2170.1,5117.2,19.7,36.1,8.53,11927.6,11442.3,6.619095894198424,0.32758859038753974,1.2134463849592185,2.358048016220451,0.8208333333333333,25,1,1,6
124,4,2026-01-25,8423.5,417.5,1529.2,1587.5,2839.1,19.4,19.6,6.84,4871.8,4984.1,5.306141732283464,0.262992125984252,0.9632755905511812,1.7884094488188975,0.8083333333333332,25,1,1,6
125,5,2026-01-25,4500.3,195.3,792.1,800.6,1832.3,14.5,19.8,9.08,2227.0,2201.7,5.6211591306520114,0.24394204346739945,0.9893829627779166,2.2886585061204094,0.6041666666666666,25,1,1,6
